dataset,configuration_id,E,L,R,depth,metric,n,mean,median,sd,q1,q3,iqr,minimum,maximum,bootstrap_median,bootstrap_ci_lo,bootstrap_ci_hi
independent_seed,4,0,0,1,3,normalized_prepared_state_energy,50,0.5537071832731149,0.5502594740384839,0.15189606699543973,0.4512685776295603,0.6454936906718198,0.19422511304225953,0.08769395660433092,0.8957209350309546,0.5541820631270851,0.5114969067497056,0.5956192983804778
independent_seed,4,0,0,1,3,prepared_state_fidelity,50,0.032170060809081295,0.009713063444061459,0.05254371064794081,0.000839434345161607,0.030306066637311044,0.029466632292149436,1.2352665160653317e-08,0.2116620928065441,0.031661759210089874,0.01882922639635977,0.047435985577189865
independent_seed,4,0,0,1,3,prepared_state_infidelity,50,0.9678299391909186,0.9902869365559386,0.05254371064794081,0.969693933362689,0.9991605656548384,0.029466632292149297,0.7883379071934559,0.9999999876473349,0.9683382407899102,0.9525640144228102,0.9811707736036406
independent_seed,4,0,0,1,4,prepared_state_energy,50,-0.300966826470258,-0.40588064548146957,1.1671535205588717,-0.9164725813469693,0.5401443375283638,1.456616918875333,-2.7640906104936778,1.9041979009873065,-0.30523211433575587,-0.6228713916459799,0.013079417155119994
independent_seed,4,0,0,1,4,normalized_prepared_state_energy,50,0.4560893153289072,0.440782519964546,0.17028624318860366,0.3662877932388797,0.5788063852759142,0.2125185920370345,0.09672262679850206,0.7778200991858273,0.4554670151482199,0.40912384069041485,0.5019082706526692
independent_seed,4,0,0,1,4,prepared_state_fidelity,50,0.08829933911682472,0.010358310290937334,0.15772193851967858,0.0015800205548184725,0.11738258730513171,0.11580256675031324,4.67468086980627e-06,0.8066124247685246,0.08752796115025765,0.05020750547376706,0.1362180045052949
independent_seed,4,0,0,1,4,prepared_state_infidelity,50,0.9117006608831754,0.9896416897090627,0.15772193851967858,0.8826174126948683,0.9984199794451816,0.11580256675031331,0.19338757523147543,0.9999953253191302,0.9124720388497425,0.8637819954947055,0.949792494526233
independent_seed,4,0,0,1,6,prepared_state_energy,50,-0.09022892749159561,0.09010795869708185,1.0214905280098192,-0.8017535687496844,0.6477393923727006,1.449492961122385,-2.4558982152367896,2.475993865142244,-0.0889461645624381,-0.377292084215565,0.1799009102099906
independent_seed,4,0,0,1,6,normalized_prepared_state_energy,50,0.48683571199603326,0.5131466388076975,0.14903419422000647,0.38302515412020033,0.5945043696047803,0.21147921548457993,0.1416875129451532,0.8612444173164244,0.48702286550776963,0.4449535554028037,0.5262473184600436
independent_seed,4,0,0,1,6,prepared_state_fidelity,50,0.07890465479439888,0.02001639002192801,0.1489046547677395,0.003302222791634474,0.08069485741180304,0.07739263462016857,1.4699887544722445e-07,0.6528123396335986,0.07656000022284079,0.04189632604201545,0.12177816173725702
